,Cell,Timepoint,Drug,Conc,Rep,Count,Method,measured_by,Treatment_id,Condition
16198,HL-60,72h,STAUROSPORINE,15.0,1,40.129151291512905,Resazurin,KI,HL-60_STAUROSPORINE_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16199,HL-60,72h,STAUROSPORINE,20.0,1,29.4280442804428,Resazurin,KI,HL-60_STAUROSPORINE_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16200,HL-60,72h,STAUROSPORINE,25.0,1,27.58302583025829,Resazurin,KI,HL-60_STAUROSPORINE_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16201,K562,72h,STAUROSPORINE,0.0,1,82.65640849987484,Resazurin,KI,K562_STAUROSPORINE_72h_Resazurin_KI,K562_72h_Resazurin_KI
16202,K562,72h,STAUROSPORINE,1.0,1,81.65781811954102,Resazurin,KI,K562_STAUROSPORINE_72h_Resazurin_KI,K562_72h_Resazurin_KI
16203,K562,72h,STAUROSPORINE,25.0,1,48.49091651626332,Resazurin,KI,K562_STAUROSPORINE_72h_Resazurin_KI,K562_72h_Resazurin_KI
16204,K562,72h,STAUROSPORINE,50.0,1,30.466228411081985,Resazurin,KI,K562_STAUROSPORINE_72h_Resazurin_KI,K562_72h_Resazurin_KI
16205,K562,72h,STAUROSPORINE,100.0,1,22.00587561094497,Resazurin,KI,K562_STAUROSPORINE_72h_Resazurin_KI,K562_72h_Resazurin_KI
16206,K562,72h,STAUROSPORINE,250.0,1,15.740313805050915,Resazurin,KI,K562_STAUROSPORINE_72h_Resazurin_KI,K562_72h_Resazurin_KI
16207,K562,72h,STAUROSPORINE,500.0,1,14.093561858590116,Resazurin,KI,K562_STAUROSPORINE_72h_Resazurin_KI,K562_72h_Resazurin_KI
16208,MV4;11,72h,STAUROSPORINE,0.0,1,100.10295126973232,Resazurin,KI,MV4;11_STAUROSPORINE_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16209,MV4;11,72h,STAUROSPORINE,0.1,1,83.1503088538092,Resazurin,KI,MV4;11_STAUROSPORINE_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16210,MV4;11,72h,STAUROSPORINE,0.25,1,73.19835277968428,Resazurin,KI,MV4;11_STAUROSPORINE_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16211,MV4;11,72h,STAUROSPORINE,0.5,1,58.23610157858613,Resazurin,KI,MV4;11_STAUROSPORINE_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16212,MV4;11,72h,STAUROSPORINE,0.75,1,25.772134522992445,Resazurin,KI,MV4;11_STAUROSPORINE_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16213,MV4;11,72h,STAUROSPORINE,1.0,1,44.3719972546328,Resazurin,KI,MV4;11_STAUROSPORINE_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16214,HL-60,72h,SUNITINIB,0.0,1,112.82051282051282,Trypan Blue,KI,HL-60_SUNITINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16215,HL-60,72h,SUNITINIB,100.0,1,123.07692307692308,Trypan Blue,KI,HL-60_SUNITINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16216,HL-60,72h,SUNITINIB,250.0,1,102.56410256410258,Trypan Blue,KI,HL-60_SUNITINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16217,HL-60,72h,SUNITINIB,500.0,1,102.56410256410258,Trypan Blue,KI,HL-60_SUNITINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16218,HL-60,72h,SUNITINIB,1000.0,1,38.46153846153846,Trypan Blue,KI,HL-60_SUNITINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16219,HL-60,72h,SUNITINIB,2500.0,1,33.333333333333336,Trypan Blue,KI,HL-60_SUNITINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16220,HL-60,72h,SUNITINIB,5000.0,1,12.820512820512825,Trypan Blue,KI,HL-60_SUNITINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16221,HL-60,72h,SUNITINIB,0.0,1,103.94736842105264,Trypan Blue,KI,HL-60_SUNITINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16222,HL-60,72h,SUNITINIB,100.0,1,67.10526315789474,Trypan Blue,KI,HL-60_SUNITINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16223,K562,72h,SUNITINIB,0.0,1,83.58208955223883,Trypan Blue,KI,K562_SUNITINIB_72h_Trypan Blue_KI,K562_72h_Trypan Blue_KI
16224,K562,72h,SUNITINIB,500.0,1,98.50746268656717,Trypan Blue,KI,K562_SUNITINIB_72h_Trypan Blue_KI,K562_72h_Trypan Blue_KI
16225,K562,72h,SUNITINIB,1000.0,1,111.9402985074627,Trypan Blue,KI,K562_SUNITINIB_72h_Trypan Blue_KI,K562_72h_Trypan Blue_KI
16226,K562,72h,SUNITINIB,2500.0,1,71.64179104477613,Trypan Blue,KI,K562_SUNITINIB_72h_Trypan Blue_KI,K562_72h_Trypan Blue_KI
16227,K562,72h,SUNITINIB,5000.0,1,43.28358208955224,Trypan Blue,KI,K562_SUNITINIB_72h_Trypan Blue_KI,K562_72h_Trypan Blue_KI
16228,MV4;11,72h,SUNITINIB,0.0,1,119.1637630662021,Trypan Blue,KI,MV4;11_SUNITINIB_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16229,MV4;11,72h,SUNITINIB,10.0,1,17.770034843205575,Trypan Blue,KI,MV4;11_SUNITINIB_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16230,MV4;11,72h,SUNITINIB,50.0,1,0.0,Trypan Blue,KI,MV4;11_SUNITINIB_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16231,MV4;11,72h,SUNITINIB,100.0,1,0.0,Trypan Blue,KI,MV4;11_SUNITINIB_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16232,MV4;11,72h,SUNITINIB,250.0,1,0.0,Trypan Blue,KI,MV4;11_SUNITINIB_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16233,THP-1,72h,SUNITINIB,0.0,1,88.04347826086956,Trypan Blue,KI,THP-1_SUNITINIB_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16234,THP-1,72h,SUNITINIB,100.0,1,104.34782608695652,Trypan Blue,KI,THP-1_SUNITINIB_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16235,THP-1,72h,SUNITINIB,250.0,1,68.47826086956522,Trypan Blue,KI,THP-1_SUNITINIB_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16236,THP-1,72h,SUNITINIB,500.0,1,83.15217391304347,Trypan Blue,KI,THP-1_SUNITINIB_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16237,THP-1,72h,SUNITINIB,1000.0,1,71.73913043478261,Trypan Blue,KI,THP-1_SUNITINIB_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16238,THP-1,72h,SUNITINIB,2500.0,1,32.608695652173914,Trypan Blue,KI,THP-1_SUNITINIB_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16239,THP-1,72h,SUNITINIB,5000.0,1,44.02173913043478,Trypan Blue,KI,THP-1_SUNITINIB_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16240,CEM-SS,72h,SUNITINIB,0.0,1,96.44218551461246,XTT,KI,CEM-SS_SUNITINIB_72h_XTT_KI,CEM-SS_72h_XTT_KI
16241,CEM-SS,72h,SUNITINIB,250.0,1,102.06480304955528,XTT,KI,CEM-SS_SUNITINIB_72h_XTT_KI,CEM-SS_72h_XTT_KI
16242,CEM-SS,72h,SUNITINIB,1000.0,1,97.1092757306226,XTT,KI,CEM-SS_SUNITINIB_72h_XTT_KI,CEM-SS_72h_XTT_KI
16243,CEM-SS,72h,SUNITINIB,5000.0,1,40.76874205844982,XTT,KI,CEM-SS_SUNITINIB_72h_XTT_KI,CEM-SS_72h_XTT_KI
16244,HL-60,72h,SUNITINIB,0.0,1,104.97815437574474,XTT,KI,HL-60_SUNITINIB_72h_XTT_KI,HL-60_72h_XTT_KI
16245,HL-60,72h,SUNITINIB,250.0,1,89.9046736396134,XTT,KI,HL-60_SUNITINIB_72h_XTT_KI,HL-60_72h_XTT_KI
16246,HL-60,72h,SUNITINIB,1000.0,1,53.66079703429102,XTT,KI,HL-60_SUNITINIB_72h_XTT_KI,HL-60_72h_XTT_KI
16247,HL-60,72h,SUNITINIB,5000.0,1,18.767377201112144,XTT,KI,HL-60_SUNITINIB_72h_XTT_KI,HL-60_72h_XTT_KI
16248,Jurkat,72h,SUNITINIB,0.0,1,102.24899598393576,XTT,KI,Jurkat_SUNITINIB_72h_XTT_KI,Jurkat_72h_XTT_KI
16249,Jurkat,72h,SUNITINIB,250.0,1,104.8995983935743,XTT,KI,Jurkat_SUNITINIB_72h_XTT_KI,Jurkat_72h_XTT_KI
16250,Jurkat,72h,SUNITINIB,1000.0,1,86.8273092369478,XTT,KI,Jurkat_SUNITINIB_72h_XTT_KI,Jurkat_72h_XTT_KI
16251,Jurkat,72h,SUNITINIB,5000.0,1,29.72690763052209,XTT,KI,Jurkat_SUNITINIB_72h_XTT_KI,Jurkat_72h_XTT_KI
16252,Kasumi-1,72h,SUNITINIB,0.0,1,90.1701323251418,XTT,KI,Kasumi-1_SUNITINIB_72h_XTT_KI,Kasumi-1_72h_XTT_KI
16253,Kasumi-1,72h,SUNITINIB,250.0,1,10.315059861373662,XTT,KI,Kasumi-1_SUNITINIB_72h_XTT_KI,Kasumi-1_72h_XTT_KI
16254,Kasumi-1,72h,SUNITINIB,1000.0,1,5.46124763705104,XTT,KI,Kasumi-1_SUNITINIB_72h_XTT_KI,Kasumi-1_72h_XTT_KI
16255,Kasumi-1,72h,SUNITINIB,5000.0,1,3.3818525519848777,XTT,KI,Kasumi-1_SUNITINIB_72h_XTT_KI,Kasumi-1_72h_XTT_KI
16256,MOLT-4,72h,SUNITINIB,0.0,1,98.4865346093924,XTT,KI,MOLT-4_SUNITINIB_72h_XTT_KI,MOLT-4_72h_XTT_KI
16257,MOLT-4,72h,SUNITINIB,250.0,1,105.8312931226352,XTT,KI,MOLT-4_SUNITINIB_72h_XTT_KI,MOLT-4_72h_XTT_KI
16258,MOLT-4,72h,SUNITINIB,1000.0,1,84.39795237035388,XTT,KI,MOLT-4_SUNITINIB_72h_XTT_KI,MOLT-4_72h_XTT_KI
16259,MOLT-4,72h,SUNITINIB,5000.0,1,5.873803694636101,XTT,KI,MOLT-4_SUNITINIB_72h_XTT_KI,MOLT-4_72h_XTT_KI
16260,MV4;11,72h,SUNITINIB,0.0,1,100.34920504498584,XTT,KI,MV4;11_SUNITINIB_72h_XTT_KI,MV4;11_72h_XTT_KI
16261,MV4;11,72h,SUNITINIB,250.0,1,101.00242389384168,XTT,KI,MV4;11_SUNITINIB_72h_XTT_KI,MV4;11_72h_XTT_KI
16262,MV4;11,72h,SUNITINIB,1000.0,1,48.89281459266259,XTT,KI,MV4;11_SUNITINIB_72h_XTT_KI,MV4;11_72h_XTT_KI
16263,MV4;11,72h,SUNITINIB,5000.0,1,43.65473891787519,XTT,KI,MV4;11_SUNITINIB_72h_XTT_KI,MV4;11_72h_XTT_KI
16264,THP-1,72h,SUNITINIB,0.0,1,99.05713746935696,XTT,KI,THP-1_SUNITINIB_72h_XTT_KI,THP-1_72h_XTT_KI
16265,THP-1,72h,SUNITINIB,250.0,1,106.92061097491984,XTT,KI,THP-1_SUNITINIB_72h_XTT_KI,THP-1_72h_XTT_KI
16266,THP-1,72h,SUNITINIB,1000.0,1,103.9788798793136,XTT,KI,THP-1_SUNITINIB_72h_XTT_KI,THP-1_72h_XTT_KI
16267,THP-1,72h,SUNITINIB,5000.0,1,24.04865170658118,XTT,KI,THP-1_SUNITINIB_72h_XTT_KI,THP-1_72h_XTT_KI
16268,U937,72h,SUNITINIB,0.0,1,101.19331742243438,XTT,KI,U937_SUNITINIB_72h_XTT_KI,U937_72h_XTT_KI
16269,U937,72h,SUNITINIB,250.0,1,99.4431185361973,XTT,KI,U937_SUNITINIB_72h_XTT_KI,U937_72h_XTT_KI
16270,U937,72h,SUNITINIB,1000.0,1,59.78520286396181,XTT,KI,U937_SUNITINIB_72h_XTT_KI,U937_72h_XTT_KI
16271,U937,72h,SUNITINIB,5000.0,1,3.999204455051711,XTT,KI,U937_SUNITINIB_72h_XTT_KI,U937_72h_XTT_KI
16272,HL-60,72h,THZ1,0.0,1,100.19016036084088,Resazurin,KI,HL-60_THZ1_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16273,HL-60,72h,THZ1,1.0,1,100.19016036084088,Resazurin,KI,HL-60_THZ1_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16274,HL-60,72h,THZ1,2.5,1,81.03034449172686,Resazurin,KI,HL-60_THZ1_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16275,HL-60,72h,THZ1,5.0,1,73.44943937478983,Resazurin,KI,HL-60_THZ1_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16276,HL-60,72h,THZ1,10.0,1,69.70188884895006,Resazurin,KI,HL-60_THZ1_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16277,HL-60,72h,THZ1,25.0,1,40.7140289646696,Resazurin,KI,HL-60_THZ1_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16278,HL-60,72h,THZ1,50.0,1,13.838804308755492,Resazurin,KI,HL-60_THZ1_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16279,HL-60,72h,THZ1,100.0,1,12.194612896119104,Resazurin,KI,HL-60_THZ1_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16280,K562,72h,THZ1,0.0,1,111.4139498173208,Resazurin,KI,K562_THZ1_72h_Resazurin_KI,K562_72h_Resazurin_KI
16281,K562,72h,THZ1,1.0,1,107.66870775145443,Resazurin,KI,K562_THZ1_72h_Resazurin_KI,K562_72h_Resazurin_KI
16282,K562,72h,THZ1,2.5,1,90.1264114674169,Resazurin,KI,K562_THZ1_72h_Resazurin_KI,K562_72h_Resazurin_KI
16283,K562,72h,THZ1,5.0,1,80.95298715516913,Resazurin,KI,K562_THZ1_72h_Resazurin_KI,K562_72h_Resazurin_KI
16284,K562,72h,THZ1,10.0,1,70.13481343806093,Resazurin,KI,K562_THZ1_72h_Resazurin_KI,K562_72h_Resazurin_KI
16285,K562,72h,THZ1,25.0,1,50.51493895841025,Resazurin,KI,K562_THZ1_72h_Resazurin_KI,K562_72h_Resazurin_KI
16286,K562,72h,THZ1,50.0,1,29.517650503481725,Resazurin,KI,K562_THZ1_72h_Resazurin_KI,K562_72h_Resazurin_KI
16287,K562,72h,THZ1,100.0,1,10.254223263274476,Resazurin,KI,K562_THZ1_72h_Resazurin_KI,K562_72h_Resazurin_KI
16288,MV4;11,72h,THZ1,0.0,1,94.3474646716542,Resazurin,KI,MV4;11_THZ1_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16289,MV4;11,72h,THZ1,0.1,1,88.25159323912442,Resazurin,KI,MV4;11_THZ1_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16290,MV4;11,72h,THZ1,0.25,1,92.51870324189524,Resazurin,KI,MV4;11_THZ1_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16291,MV4;11,72h,THZ1,0.5,1,94.4582986977002,Resazurin,KI,MV4;11_THZ1_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16292,MV4;11,72h,THZ1,1.0,1,74.56359102244389,Resazurin,KI,MV4;11_THZ1_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16293,CEM-SS,72h,THZ1,0.0,1,100.6338742393509,XTT,KI,CEM-SS_THZ1_72h_XTT_KI,CEM-SS_72h_XTT_KI
16294,CEM-SS,72h,THZ1,10.0,1,61.5973630831643,XTT,KI,CEM-SS_THZ1_72h_XTT_KI,CEM-SS_72h_XTT_KI
16295,CEM-SS,72h,THZ1,25.0,1,20.141987829614603,XTT,KI,CEM-SS_THZ1_72h_XTT_KI,CEM-SS_72h_XTT_KI
16296,CEM-SS,72h,THZ1,50.0,1,16.574543610547668,XTT,KI,CEM-SS_THZ1_72h_XTT_KI,CEM-SS_72h_XTT_KI
16297,HL-60,72h,THZ1,0.0,1,110.34789432382944,XTT,KI,HL-60_THZ1_72h_XTT_KI,HL-60_72h_XTT_KI
16298,HL-60,72h,THZ1,10.0,1,27.95187025895893,XTT,KI,HL-60_THZ1_72h_XTT_KI,HL-60_72h_XTT_KI
16299,HL-60,72h,THZ1,25.0,1,0.4551399424535705,XTT,KI,HL-60_THZ1_72h_XTT_KI,HL-60_72h_XTT_KI
16300,HL-60,72h,THZ1,50.0,1,0.0,XTT,KI,HL-60_THZ1_72h_XTT_KI,HL-60_72h_XTT_KI
16301,Jurkat,72h,THZ1,0.0,1,96.81039574719432,XTT,KI,Jurkat_THZ1_72h_XTT_KI,Jurkat_72h_XTT_KI
16302,Jurkat,72h,THZ1,10.0,1,79.2085056113408,XTT,KI,Jurkat_THZ1_72h_XTT_KI,Jurkat_72h_XTT_KI
16303,Jurkat,72h,THZ1,25.0,1,15.871234494979324,XTT,KI,Jurkat_THZ1_72h_XTT_KI,Jurkat_72h_XTT_KI
16304,Jurkat,72h,THZ1,50.0,1,12.965150620200824,XTT,KI,Jurkat_THZ1_72h_XTT_KI,Jurkat_72h_XTT_KI
16305,Kasumi-1,72h,THZ1,0.0,1,94.34585224927775,XTT,KI,Kasumi-1_THZ1_72h_XTT_KI,Kasumi-1_72h_XTT_KI
16306,Kasumi-1,72h,THZ1,10.0,1,83.51217498968221,XTT,KI,Kasumi-1_THZ1_72h_XTT_KI,Kasumi-1_72h_XTT_KI
16307,Kasumi-1,72h,THZ1,25.0,1,60.03095336359885,XTT,KI,Kasumi-1_THZ1_72h_XTT_KI,Kasumi-1_72h_XTT_KI
16308,Kasumi-1,72h,THZ1,50.0,1,2.703466776723071,XTT,KI,Kasumi-1_THZ1_72h_XTT_KI,Kasumi-1_72h_XTT_KI
16309,MOLT-4,72h,THZ1,0.0,1,101.59968786578229,XTT,KI,MOLT-4_THZ1_72h_XTT_KI,MOLT-4_72h_XTT_KI
16310,MOLT-4,72h,THZ1,10.0,1,96.68357393679284,XTT,KI,MOLT-4_THZ1_72h_XTT_KI,MOLT-4_72h_XTT_KI
16311,MOLT-4,72h,THZ1,25.0,1,80.35505267264924,XTT,KI,MOLT-4_THZ1_72h_XTT_KI,MOLT-4_72h_XTT_KI
16312,MOLT-4,72h,THZ1,50.0,1,55.13655872024972,XTT,KI,MOLT-4_THZ1_72h_XTT_KI,MOLT-4_72h_XTT_KI
16313,MV4;11,72h,THZ1,0.0,1,100.28351716638188,XTT,KI,MV4;11_THZ1_72h_XTT_KI,MV4;11_72h_XTT_KI
16314,MV4;11,72h,THZ1,10.0,1,75.72238620475378,XTT,KI,MV4;11_THZ1_72h_XTT_KI,MV4;11_72h_XTT_KI
16315,MV4;11,72h,THZ1,25.0,1,73.14742892651857,XTT,KI,MV4;11_THZ1_72h_XTT_KI,MV4;11_72h_XTT_KI
16316,MV4;11,72h,THZ1,50.0,1,70.56082025788412,XTT,KI,MV4;11_THZ1_72h_XTT_KI,MV4;11_72h_XTT_KI
16317,THP-1,72h,THZ1,0.0,1,102.82193248794428,XTT,KI,THP-1_THZ1_72h_XTT_KI,THP-1_72h_XTT_KI
16318,THP-1,72h,THZ1,10.0,1,40.91444900875156,XTT,KI,THP-1_THZ1_72h_XTT_KI,THP-1_72h_XTT_KI
16319,THP-1,72h,THZ1,25.0,1,37.2655831398464,XTT,KI,THP-1_THZ1_72h_XTT_KI,THP-1_72h_XTT_KI
16320,THP-1,72h,THZ1,50.0,1,35.64743704232899,XTT,KI,THP-1_THZ1_72h_XTT_KI,THP-1_72h_XTT_KI
16321,U937,72h,THZ1,0.0,1,103.40115396295172,XTT,KI,U937_THZ1_72h_XTT_KI,U937_72h_XTT_KI
16322,U937,72h,THZ1,10.0,1,30.592165198906773,XTT,KI,U937_THZ1_72h_XTT_KI,U937_72h_XTT_KI
16323,U937,72h,THZ1,25.0,1,8.196477376252655,XTT,KI,U937_THZ1_72h_XTT_KI,U937_72h_XTT_KI
16324,U937,72h,THZ1,50.0,1,3.7415730337078656,XTT,KI,U937_THZ1_72h_XTT_KI,U937_72h_XTT_KI
16325,CEM-SS,72h,ULIXERTINIB,0.0,1,101.26582278481013,Trypan Blue,KI,CEM-SS_ULIXERTINIB_72h_Trypan Blue_KI,CEM-SS_72h_Trypan Blue_KI
16326,CEM-SS,72h,ULIXERTINIB,1.0,1,105.0632911392405,Trypan Blue,KI,CEM-SS_ULIXERTINIB_72h_Trypan Blue_KI,CEM-SS_72h_Trypan Blue_KI
16327,CEM-SS,72h,ULIXERTINIB,2.5,1,86.0759493670886,Trypan Blue,KI,CEM-SS_ULIXERTINIB_72h_Trypan Blue_KI,CEM-SS_72h_Trypan Blue_KI
16328,CEM-SS,72h,ULIXERTINIB,5.0,1,73.41772151898734,Trypan Blue,KI,CEM-SS_ULIXERTINIB_72h_Trypan Blue_KI,CEM-SS_72h_Trypan Blue_KI
16329,CEM-SS,72h,ULIXERTINIB,10.0,1,39.24050632911392,Trypan Blue,KI,CEM-SS_ULIXERTINIB_72h_Trypan Blue_KI,CEM-SS_72h_Trypan Blue_KI
16330,HL-60,72h,ULIXERTINIB,0.0,1,104.6979865771812,Trypan Blue,KI,HL-60_ULIXERTINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16331,HL-60,72h,ULIXERTINIB,0.25,1,52.348993288590606,Trypan Blue,KI,HL-60_ULIXERTINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16332,HL-60,72h,ULIXERTINIB,0.5,1,46.30872483221477,Trypan Blue,KI,HL-60_ULIXERTINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16333,HL-60,72h,ULIXERTINIB,1.0,1,26.174496644295303,Trypan Blue,KI,HL-60_ULIXERTINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16334,HL-60,72h,ULIXERTINIB,2.5,1,18.12080536912752,Trypan Blue,KI,HL-60_ULIXERTINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16335,HL-60,72h,ULIXERTINIB,5.0,1,10.067114093959733,Trypan Blue,KI,HL-60_ULIXERTINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16336,HL-60,72h,ULIXERTINIB,10.0,1,14.093959731543626,Trypan Blue,KI,HL-60_ULIXERTINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16337,HL-60,72h,ULIXERTINIB,20.0,1,4.026845637583893,Trypan Blue,KI,HL-60_ULIXERTINIB_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16338,Jurkat,72h,ULIXERTINIB,0.0,1,91.56626506024097,Trypan Blue,KI,Jurkat_ULIXERTINIB_72h_Trypan Blue_KI,Jurkat_72h_Trypan Blue_KI
16339,Jurkat,72h,ULIXERTINIB,1.0,1,84.33734939759036,Trypan Blue,KI,Jurkat_ULIXERTINIB_72h_Trypan Blue_KI,Jurkat_72h_Trypan Blue_KI
16340,Jurkat,72h,ULIXERTINIB,2.5,1,65.06024096385542,Trypan Blue,KI,Jurkat_ULIXERTINIB_72h_Trypan Blue_KI,Jurkat_72h_Trypan Blue_KI
16341,Jurkat,72h,ULIXERTINIB,5.0,1,53.01204819277109,Trypan Blue,KI,Jurkat_ULIXERTINIB_72h_Trypan Blue_KI,Jurkat_72h_Trypan Blue_KI
16342,Jurkat,72h,ULIXERTINIB,10.0,1,18.072289156626507,Trypan Blue,KI,Jurkat_ULIXERTINIB_72h_Trypan Blue_KI,Jurkat_72h_Trypan Blue_KI
16343,Kasumi-1,72h,ULIXERTINIB,0.0,1,152.6315789473684,Trypan Blue,KI,Kasumi-1_ULIXERTINIB_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16344,Kasumi-1,72h,ULIXERTINIB,0.25,1,63.1578947368421,Trypan Blue,KI,Kasumi-1_ULIXERTINIB_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16345,Kasumi-1,72h,ULIXERTINIB,0.5,1,84.21052631578948,Trypan Blue,KI,Kasumi-1_ULIXERTINIB_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16346,Kasumi-1,72h,ULIXERTINIB,1.0,1,84.21052631578948,Trypan Blue,KI,Kasumi-1_ULIXERTINIB_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16347,Kasumi-1,72h,ULIXERTINIB,2.5,1,42.10526315789474,Trypan Blue,KI,Kasumi-1_ULIXERTINIB_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16348,Kasumi-1,72h,ULIXERTINIB,5.0,1,78.94736842105263,Trypan Blue,KI,Kasumi-1_ULIXERTINIB_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16349,Kasumi-1,72h,ULIXERTINIB,10.0,1,21.05263157894737,Trypan Blue,KI,Kasumi-1_ULIXERTINIB_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16350,Kasumi-1,72h,ULIXERTINIB,20.0,1,15.789473684210526,Trypan Blue,KI,Kasumi-1_ULIXERTINIB_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16351,MOLT-4,72h,ULIXERTINIB,0.0,1,80.82191780821918,Trypan Blue,KI,MOLT-4_ULIXERTINIB_72h_Trypan Blue_KI,MOLT-4_72h_Trypan Blue_KI
16352,MOLT-4,72h,ULIXERTINIB,0.25,1,102.73972602739724,Trypan Blue,KI,MOLT-4_ULIXERTINIB_72h_Trypan Blue_KI,MOLT-4_72h_Trypan Blue_KI
16353,MOLT-4,72h,ULIXERTINIB,0.5,1,67.12328767123287,Trypan Blue,KI,MOLT-4_ULIXERTINIB_72h_Trypan Blue_KI,MOLT-4_72h_Trypan Blue_KI
16354,MOLT-4,72h,ULIXERTINIB,1.0,1,87.67123287671232,Trypan Blue,KI,MOLT-4_ULIXERTINIB_72h_Trypan Blue_KI,MOLT-4_72h_Trypan Blue_KI
16355,MOLT-4,72h,ULIXERTINIB,2.5,1,68.4931506849315,Trypan Blue,KI,MOLT-4_ULIXERTINIB_72h_Trypan Blue_KI,MOLT-4_72h_Trypan Blue_KI
16356,MOLT-4,72h,ULIXERTINIB,5.0,1,30.136986301369863,Trypan Blue,KI,MOLT-4_ULIXERTINIB_72h_Trypan Blue_KI,MOLT-4_72h_Trypan Blue_KI
16357,MOLT-4,72h,ULIXERTINIB,10.0,1,75.34246575342466,Trypan Blue,KI,MOLT-4_ULIXERTINIB_72h_Trypan Blue_KI,MOLT-4_72h_Trypan Blue_KI
16358,MOLT-4,72h,ULIXERTINIB,20.0,1,12.32876712328767,Trypan Blue,KI,MOLT-4_ULIXERTINIB_72h_Trypan Blue_KI,MOLT-4_72h_Trypan Blue_KI
16359,MV4;11,72h,ULIXERTINIB,0.0,1,135.2941176470588,Trypan Blue,KI,MV4;11_ULIXERTINIB_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16360,MV4;11,72h,ULIXERTINIB,0.25,1,84.31372549019608,Trypan Blue,KI,MV4;11_ULIXERTINIB_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16361,MV4;11,72h,ULIXERTINIB,0.5,1,90.19607843137256,Trypan Blue,KI,MV4;11_ULIXERTINIB_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
