,Cell,Timepoint,Drug,Conc,Rep,Count,Method,measured_by,Treatment_id,Condition
16362,MV4;11,72h,ULIXERTINIB,1.0,1,58.82352941176471,Trypan Blue,KI,MV4;11_ULIXERTINIB_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16363,MV4;11,72h,ULIXERTINIB,2.5,1,23.529411764705884,Trypan Blue,KI,MV4;11_ULIXERTINIB_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16364,MV4;11,72h,ULIXERTINIB,5.0,1,15.68627450980392,Trypan Blue,KI,MV4;11_ULIXERTINIB_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16365,MV4;11,72h,ULIXERTINIB,10.0,1,5.882352941176471,Trypan Blue,KI,MV4;11_ULIXERTINIB_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16366,MV4;11,72h,ULIXERTINIB,20.0,1,1.96078431372549,Trypan Blue,KI,MV4;11_ULIXERTINIB_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16367,THP-1,72h,ULIXERTINIB,0.0,1,110.86956521739133,Trypan Blue,KI,THP-1_ULIXERTINIB_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16368,THP-1,72h,ULIXERTINIB,0.25,1,104.34782608695652,Trypan Blue,KI,THP-1_ULIXERTINIB_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16369,THP-1,72h,ULIXERTINIB,0.5,1,132.6086956521739,Trypan Blue,KI,THP-1_ULIXERTINIB_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16370,THP-1,72h,ULIXERTINIB,1.0,1,86.95652173913044,Trypan Blue,KI,THP-1_ULIXERTINIB_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16371,THP-1,72h,ULIXERTINIB,2.5,1,73.91304347826087,Trypan Blue,KI,THP-1_ULIXERTINIB_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16372,THP-1,72h,ULIXERTINIB,5.0,1,19.565217391304348,Trypan Blue,KI,THP-1_ULIXERTINIB_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16373,THP-1,72h,ULIXERTINIB,10.0,1,15.217391304347828,Trypan Blue,KI,THP-1_ULIXERTINIB_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16374,THP-1,72h,ULIXERTINIB,20.0,1,30.434782608695656,Trypan Blue,KI,THP-1_ULIXERTINIB_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16375,U937,72h,ULIXERTINIB,0.0,1,105.43478260869566,Trypan Blue,KI,U937_ULIXERTINIB_72h_Trypan Blue_KI,U937_72h_Trypan Blue_KI
16376,U937,72h,ULIXERTINIB,1.0,1,67.3913043478261,Trypan Blue,KI,U937_ULIXERTINIB_72h_Trypan Blue_KI,U937_72h_Trypan Blue_KI
16377,U937,72h,ULIXERTINIB,2.5,1,26.08695652173913,Trypan Blue,KI,U937_ULIXERTINIB_72h_Trypan Blue_KI,U937_72h_Trypan Blue_KI
16378,U937,72h,ULIXERTINIB,5.0,1,22.82608695652174,Trypan Blue,KI,U937_ULIXERTINIB_72h_Trypan Blue_KI,U937_72h_Trypan Blue_KI
16379,U937,72h,ULIXERTINIB,10.0,1,22.82608695652174,Trypan Blue,KI,U937_ULIXERTINIB_72h_Trypan Blue_KI,U937_72h_Trypan Blue_KI
16380,CEM-SS,72h,VENETOCLAX,0.0,1,101.18343195266272,Trypan Blue,KI,CEM-SS_VENETOCLAX_72h_Trypan Blue_KI,CEM-SS_72h_Trypan Blue_KI
16381,CEM-SS,72h,VENETOCLAX,250.0,1,113.6094674556213,Trypan Blue,KI,CEM-SS_VENETOCLAX_72h_Trypan Blue_KI,CEM-SS_72h_Trypan Blue_KI
16382,CEM-SS,72h,VENETOCLAX,500.0,1,83.4319526627219,Trypan Blue,KI,CEM-SS_VENETOCLAX_72h_Trypan Blue_KI,CEM-SS_72h_Trypan Blue_KI
16383,CEM-SS,72h,VENETOCLAX,1000.0,1,76.33136094674558,Trypan Blue,KI,CEM-SS_VENETOCLAX_72h_Trypan Blue_KI,CEM-SS_72h_Trypan Blue_KI
16384,CEM-SS,72h,VENETOCLAX,2500.0,1,86.98224852071007,Trypan Blue,KI,CEM-SS_VENETOCLAX_72h_Trypan Blue_KI,CEM-SS_72h_Trypan Blue_KI
16385,CEM-SS,72h,VENETOCLAX,5000.0,1,81.65680473372781,Trypan Blue,KI,CEM-SS_VENETOCLAX_72h_Trypan Blue_KI,CEM-SS_72h_Trypan Blue_KI
16386,CEM-SS,72h,VENETOCLAX,10000.0,1,53.25443786982249,Trypan Blue,KI,CEM-SS_VENETOCLAX_72h_Trypan Blue_KI,CEM-SS_72h_Trypan Blue_KI
16387,HL-60,72h,VENETOCLAX,0.0,1,109.0,Trypan Blue,KI,HL-60_VENETOCLAX_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16388,HL-60,72h,VENETOCLAX,1.0,1,84.0,Trypan Blue,KI,HL-60_VENETOCLAX_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16389,HL-60,72h,VENETOCLAX,2.5,1,52.0,Trypan Blue,KI,HL-60_VENETOCLAX_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16390,HL-60,72h,VENETOCLAX,5.0,1,64.0,Trypan Blue,KI,HL-60_VENETOCLAX_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16391,HL-60,72h,VENETOCLAX,10.0,1,36.0,Trypan Blue,KI,HL-60_VENETOCLAX_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16392,HL-60,72h,VENETOCLAX,25.0,1,0.0,Trypan Blue,KI,HL-60_VENETOCLAX_72h_Trypan Blue_KI,HL-60_72h_Trypan Blue_KI
16393,Jurkat,72h,VENETOCLAX,0.0,1,93.83259911894272,Trypan Blue,KI,Jurkat_VENETOCLAX_72h_Trypan Blue_KI,Jurkat_72h_Trypan Blue_KI
16394,Jurkat,72h,VENETOCLAX,250.0,1,85.90308370044052,Trypan Blue,KI,Jurkat_VENETOCLAX_72h_Trypan Blue_KI,Jurkat_72h_Trypan Blue_KI
16395,Jurkat,72h,VENETOCLAX,500.0,1,83.25991189427312,Trypan Blue,KI,Jurkat_VENETOCLAX_72h_Trypan Blue_KI,Jurkat_72h_Trypan Blue_KI
16396,Jurkat,72h,VENETOCLAX,1000.0,1,87.22466960352422,Trypan Blue,KI,Jurkat_VENETOCLAX_72h_Trypan Blue_KI,Jurkat_72h_Trypan Blue_KI
16397,Jurkat,72h,VENETOCLAX,2500.0,1,76.65198237885463,Trypan Blue,KI,Jurkat_VENETOCLAX_72h_Trypan Blue_KI,Jurkat_72h_Trypan Blue_KI
16398,Jurkat,72h,VENETOCLAX,5000.0,1,91.18942731277532,Trypan Blue,KI,Jurkat_VENETOCLAX_72h_Trypan Blue_KI,Jurkat_72h_Trypan Blue_KI
16399,Jurkat,72h,VENETOCLAX,10000.0,1,54.18502202643172,Trypan Blue,KI,Jurkat_VENETOCLAX_72h_Trypan Blue_KI,Jurkat_72h_Trypan Blue_KI
16400,K562,72h,VENETOCLAX,0.0,1,100.36101083032491,Trypan Blue,KI,K562_VENETOCLAX_72h_Trypan Blue_KI,K562_72h_Trypan Blue_KI
16401,K562,72h,VENETOCLAX,5.0,1,65.70397111913357,Trypan Blue,KI,K562_VENETOCLAX_72h_Trypan Blue_KI,K562_72h_Trypan Blue_KI
16402,K562,72h,VENETOCLAX,10.0,1,80.14440433212997,Trypan Blue,KI,K562_VENETOCLAX_72h_Trypan Blue_KI,K562_72h_Trypan Blue_KI
16403,K562,72h,VENETOCLAX,25.0,1,48.375451263537904,Trypan Blue,KI,K562_VENETOCLAX_72h_Trypan Blue_KI,K562_72h_Trypan Blue_KI
16404,K562,72h,VENETOCLAX,50.0,1,47.65342960288809,Trypan Blue,KI,K562_VENETOCLAX_72h_Trypan Blue_KI,K562_72h_Trypan Blue_KI
16405,K562,72h,VENETOCLAX,100.0,1,59.92779783393502,Trypan Blue,KI,K562_VENETOCLAX_72h_Trypan Blue_KI,K562_72h_Trypan Blue_KI
16406,K562,72h,VENETOCLAX,250.0,1,17.32851985559567,Trypan Blue,KI,K562_VENETOCLAX_72h_Trypan Blue_KI,K562_72h_Trypan Blue_KI
16407,Kasumi-1,72h,VENETOCLAX,0.0,1,95.0,Trypan Blue,KI,Kasumi-1_VENETOCLAX_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16408,Kasumi-1,72h,VENETOCLAX,5.0,1,95.0,Trypan Blue,KI,Kasumi-1_VENETOCLAX_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16409,Kasumi-1,72h,VENETOCLAX,10.0,1,86.66666666666667,Trypan Blue,KI,Kasumi-1_VENETOCLAX_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16410,Kasumi-1,72h,VENETOCLAX,25.0,1,88.33333333333333,Trypan Blue,KI,Kasumi-1_VENETOCLAX_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16411,Kasumi-1,72h,VENETOCLAX,50.0,1,60.0,Trypan Blue,KI,Kasumi-1_VENETOCLAX_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16412,MOLT-4,72h,VENETOCLAX,0.0,1,100.0,Trypan Blue,KI,MOLT-4_VENETOCLAX_72h_Trypan Blue_KI,MOLT-4_72h_Trypan Blue_KI
16413,MOLT-4,72h,VENETOCLAX,250.0,1,84.0,Trypan Blue,KI,MOLT-4_VENETOCLAX_72h_Trypan Blue_KI,MOLT-4_72h_Trypan Blue_KI
16414,MOLT-4,72h,VENETOCLAX,500.0,1,90.0,Trypan Blue,KI,MOLT-4_VENETOCLAX_72h_Trypan Blue_KI,MOLT-4_72h_Trypan Blue_KI
16415,MOLT-4,72h,VENETOCLAX,1000.0,1,88.0,Trypan Blue,KI,MOLT-4_VENETOCLAX_72h_Trypan Blue_KI,MOLT-4_72h_Trypan Blue_KI
16416,MOLT-4,72h,VENETOCLAX,2500.0,1,110.0,Trypan Blue,KI,MOLT-4_VENETOCLAX_72h_Trypan Blue_KI,MOLT-4_72h_Trypan Blue_KI
16417,MOLT-4,72h,VENETOCLAX,5000.0,1,92.0,Trypan Blue,KI,MOLT-4_VENETOCLAX_72h_Trypan Blue_KI,MOLT-4_72h_Trypan Blue_KI
16418,MOLT-4,72h,VENETOCLAX,10000.0,1,88.0,Trypan Blue,KI,MOLT-4_VENETOCLAX_72h_Trypan Blue_KI,MOLT-4_72h_Trypan Blue_KI
16419,MV4;11,72h,VENETOCLAX,0.0,1,91.2442396313364,Trypan Blue,KI,MV4;11_VENETOCLAX_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16420,MV4;11,72h,VENETOCLAX,5.0,1,70.96774193548387,Trypan Blue,KI,MV4;11_VENETOCLAX_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16421,MV4;11,72h,VENETOCLAX,10.0,1,69.12442396313364,Trypan Blue,KI,MV4;11_VENETOCLAX_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16422,MV4;11,72h,VENETOCLAX,25.0,1,68.20276497695852,Trypan Blue,KI,MV4;11_VENETOCLAX_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16423,MV4;11,72h,VENETOCLAX,50.0,1,48.8479262672811,Trypan Blue,KI,MV4;11_VENETOCLAX_72h_Trypan Blue_KI,MV4;11_72h_Trypan Blue_KI
16424,THP-1,72h,VENETOCLAX,0.0,1,78.04878048780488,Trypan Blue,KI,THP-1_VENETOCLAX_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16425,THP-1,72h,VENETOCLAX,1.0,1,126.82926829268293,Trypan Blue,KI,THP-1_VENETOCLAX_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16426,THP-1,72h,VENETOCLAX,2.5,1,78.04878048780488,Trypan Blue,KI,THP-1_VENETOCLAX_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16427,THP-1,72h,VENETOCLAX,5.0,1,82.92682926829268,Trypan Blue,KI,THP-1_VENETOCLAX_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16428,THP-1,72h,VENETOCLAX,10.0,1,78.04878048780488,Trypan Blue,KI,THP-1_VENETOCLAX_72h_Trypan Blue_KI,THP-1_72h_Trypan Blue_KI
16429,U937,72h,VENETOCLAX,0.0,1,106.82730923694778,Trypan Blue,KI,U937_VENETOCLAX_72h_Trypan Blue_KI,U937_72h_Trypan Blue_KI
16430,U937,72h,VENETOCLAX,5.0,1,35.34136546184739,Trypan Blue,KI,U937_VENETOCLAX_72h_Trypan Blue_KI,U937_72h_Trypan Blue_KI
16431,U937,72h,VENETOCLAX,10.0,1,53.81526104417671,Trypan Blue,KI,U937_VENETOCLAX_72h_Trypan Blue_KI,U937_72h_Trypan Blue_KI
16432,U937,72h,VENETOCLAX,25.0,1,44.17670682730924,Trypan Blue,KI,U937_VENETOCLAX_72h_Trypan Blue_KI,U937_72h_Trypan Blue_KI
16433,U937,72h,VENETOCLAX,50.0,1,57.0281124497992,Trypan Blue,KI,U937_VENETOCLAX_72h_Trypan Blue_KI,U937_72h_Trypan Blue_KI
16434,U937,72h,VENETOCLAX,100.0,1,55.42168674698795,Trypan Blue,KI,U937_VENETOCLAX_72h_Trypan Blue_KI,U937_72h_Trypan Blue_KI
16435,U937,72h,VENETOCLAX,250.0,1,49.7991967871486,Trypan Blue,KI,U937_VENETOCLAX_72h_Trypan Blue_KI,U937_72h_Trypan Blue_KI
16436,UKE-1,72h,VENETOCLAX,0.0,1,104.91803278688523,Trypan Blue,KI,UKE-1_VENETOCLAX_72h_Trypan Blue_KI,UKE-1_72h_Trypan Blue_KI
16437,UKE-1,72h,VENETOCLAX,5.0,1,131.14754098360655,Trypan Blue,KI,UKE-1_VENETOCLAX_72h_Trypan Blue_KI,UKE-1_72h_Trypan Blue_KI
16438,UKE-1,72h,VENETOCLAX,10.0,1,72.1311475409836,Trypan Blue,KI,UKE-1_VENETOCLAX_72h_Trypan Blue_KI,UKE-1_72h_Trypan Blue_KI
16439,UKE-1,72h,VENETOCLAX,25.0,1,88.52459016393442,Trypan Blue,KI,UKE-1_VENETOCLAX_72h_Trypan Blue_KI,UKE-1_72h_Trypan Blue_KI
16440,UKE-1,72h,VENETOCLAX,50.0,1,106.55737704918032,Trypan Blue,KI,UKE-1_VENETOCLAX_72h_Trypan Blue_KI,UKE-1_72h_Trypan Blue_KI
16441,UKE-1,72h,VENETOCLAX,100.0,1,85.24590163934427,Trypan Blue,KI,UKE-1_VENETOCLAX_72h_Trypan Blue_KI,UKE-1_72h_Trypan Blue_KI
16442,UKE-1,72h,VENETOCLAX,250.0,1,78.68852459016394,Trypan Blue,KI,UKE-1_VENETOCLAX_72h_Trypan Blue_KI,UKE-1_72h_Trypan Blue_KI
16443,CEM-SS,72h,VENETOCLAX,0.0,1,98.77634262406526,XTT,KI,CEM-SS_VENETOCLAX_72h_XTT_KI,CEM-SS_72h_XTT_KI
16444,CEM-SS,72h,VENETOCLAX,100.0,1,93.33786539768865,XTT,KI,CEM-SS_VENETOCLAX_72h_XTT_KI,CEM-SS_72h_XTT_KI
16445,CEM-SS,72h,VENETOCLAX,500.0,1,94.15363698164514,XTT,KI,CEM-SS_VENETOCLAX_72h_XTT_KI,CEM-SS_72h_XTT_KI
16446,CEM-SS,72h,VENETOCLAX,2500.0,1,88.78314072059823,XTT,KI,CEM-SS_VENETOCLAX_72h_XTT_KI,CEM-SS_72h_XTT_KI
16447,HL-60,72h,VENETOCLAX,0.0,1,82.55344821085177,XTT,KI,HL-60_VENETOCLAX_72h_XTT_KI,HL-60_72h_XTT_KI
16448,HL-60,72h,VENETOCLAX,100.0,1,0.0,XTT,KI,HL-60_VENETOCLAX_72h_XTT_KI,HL-60_72h_XTT_KI
16449,HL-60,72h,VENETOCLAX,500.0,1,0.0,XTT,KI,HL-60_VENETOCLAX_72h_XTT_KI,HL-60_72h_XTT_KI
16450,HL-60,72h,VENETOCLAX,2500.0,1,0.0,XTT,KI,HL-60_VENETOCLAX_72h_XTT_KI,HL-60_72h_XTT_KI
16451,Jurkat,72h,VENETOCLAX,0.0,1,100.37140204271122,XTT,KI,Jurkat_VENETOCLAX_72h_XTT_KI,Jurkat_72h_XTT_KI
16452,Jurkat,72h,VENETOCLAX,100.0,1,90.5756731662024,XTT,KI,Jurkat_VENETOCLAX_72h_XTT_KI,Jurkat_72h_XTT_KI
16453,Jurkat,72h,VENETOCLAX,500.0,1,91.41132776230268,XTT,KI,Jurkat_VENETOCLAX_72h_XTT_KI,Jurkat_72h_XTT_KI
16454,Jurkat,72h,VENETOCLAX,2500.0,1,81.98700092850511,XTT,KI,Jurkat_VENETOCLAX_72h_XTT_KI,Jurkat_72h_XTT_KI
16455,Kasumi-1,72h,VENETOCLAX,0.0,1,105.89618021547504,XTT,KI,Kasumi-1_VENETOCLAX_72h_XTT_KI,Kasumi-1_72h_XTT_KI
16456,Kasumi-1,72h,VENETOCLAX,100.0,1,0.0,XTT,KI,Kasumi-1_VENETOCLAX_72h_XTT_KI,Kasumi-1_72h_XTT_KI
16457,Kasumi-1,72h,VENETOCLAX,500.0,1,0.0,XTT,KI,Kasumi-1_VENETOCLAX_72h_XTT_KI,Kasumi-1_72h_XTT_KI
16458,Kasumi-1,72h,VENETOCLAX,2500.0,1,0.0,XTT,KI,Kasumi-1_VENETOCLAX_72h_XTT_KI,Kasumi-1_72h_XTT_KI
16459,MOLT-4,72h,VENETOCLAX,0.0,1,96.96428571428572,XTT,KI,MOLT-4_VENETOCLAX_72h_XTT_KI,MOLT-4_72h_XTT_KI
16460,MOLT-4,72h,VENETOCLAX,100.0,1,90.80357142857144,XTT,KI,MOLT-4_VENETOCLAX_72h_XTT_KI,MOLT-4_72h_XTT_KI
16461,MOLT-4,72h,VENETOCLAX,500.0,1,96.69642857142856,XTT,KI,MOLT-4_VENETOCLAX_72h_XTT_KI,MOLT-4_72h_XTT_KI
16462,MOLT-4,72h,VENETOCLAX,2500.0,1,87.1875,XTT,KI,MOLT-4_VENETOCLAX_72h_XTT_KI,MOLT-4_72h_XTT_KI
16463,MV4;11,72h,VENETOCLAX,0.0,1,96.1368496079829,XTT,KI,MV4;11_VENETOCLAX_72h_XTT_KI,MV4;11_72h_XTT_KI
16464,MV4;11,72h,VENETOCLAX,100.0,1,74.71133285816109,XTT,KI,MV4;11_VENETOCLAX_72h_XTT_KI,MV4;11_72h_XTT_KI
16465,MV4;11,72h,VENETOCLAX,500.0,1,2.4333570919458305,XTT,KI,MV4;11_VENETOCLAX_72h_XTT_KI,MV4;11_72h_XTT_KI
16466,MV4;11,72h,VENETOCLAX,2500.0,1,43.70634354953671,XTT,KI,MV4;11_VENETOCLAX_72h_XTT_KI,MV4;11_72h_XTT_KI
16467,THP-1,72h,VENETOCLAX,0.0,1,99.358247057155,XTT,KI,THP-1_VENETOCLAX_72h_XTT_KI,THP-1_72h_XTT_KI
16468,THP-1,72h,VENETOCLAX,100.0,1,84.77520919018579,XTT,KI,THP-1_VENETOCLAX_72h_XTT_KI,THP-1_72h_XTT_KI
16469,THP-1,72h,VENETOCLAX,500.0,1,73.4044816338108,XTT,KI,THP-1_VENETOCLAX_72h_XTT_KI,THP-1_72h_XTT_KI
16470,THP-1,72h,VENETOCLAX,2500.0,1,58.5236136718196,XTT,KI,THP-1_VENETOCLAX_72h_XTT_KI,THP-1_72h_XTT_KI
16471,U937,72h,VENETOCLAX,0.0,1,112.38645747316266,XTT,KI,U937_VENETOCLAX_72h_XTT_KI,U937_72h_XTT_KI
16472,U937,72h,VENETOCLAX,100.0,1,101.65152766308836,XTT,KI,U937_VENETOCLAX_72h_XTT_KI,U937_72h_XTT_KI
16473,U937,72h,VENETOCLAX,500.0,1,83.402146985962,XTT,KI,U937_VENETOCLAX_72h_XTT_KI,U937_72h_XTT_KI
16474,U937,72h,VENETOCLAX,2500.0,1,99.42196531791907,XTT,KI,U937_VENETOCLAX_72h_XTT_KI,U937_72h_XTT_KI
16475,Kasumi-1,72h,VINCRISTINE,0.0,1,98.76543209876544,Trypan Blue,KI,Kasumi-1_VINCRISTINE_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16476,Kasumi-1,72h,VINCRISTINE,5.0,1,91.35802469135804,Trypan Blue,KI,Kasumi-1_VINCRISTINE_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16477,Kasumi-1,72h,VINCRISTINE,10.0,1,44.44444444444444,Trypan Blue,KI,Kasumi-1_VINCRISTINE_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16478,Kasumi-1,72h,VINCRISTINE,20.0,1,27.160493827160494,Trypan Blue,KI,Kasumi-1_VINCRISTINE_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16479,Kasumi-1,72h,VINCRISTINE,50.0,1,9.876543209876544,Trypan Blue,KI,Kasumi-1_VINCRISTINE_72h_Trypan Blue_KI,Kasumi-1_72h_Trypan Blue_KI
16480,HL-60,72h,WORTMANNIN,0.0,1,100.71090047393368,Resazurin,KI,HL-60_WORTMANNIN_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16481,HL-60,72h,WORTMANNIN,0.5,1,72.74881516587676,Resazurin,KI,HL-60_WORTMANNIN_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16482,HL-60,72h,WORTMANNIN,1.0,1,61.8483412322275,Resazurin,KI,HL-60_WORTMANNIN_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16483,HL-60,72h,WORTMANNIN,2.5,1,77.48815165876776,Resazurin,KI,HL-60_WORTMANNIN_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16484,HL-60,72h,WORTMANNIN,5.0,1,36.729857819905234,Resazurin,KI,HL-60_WORTMANNIN_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16485,HL-60,72h,WORTMANNIN,10.0,1,31.99052132701424,Resazurin,KI,HL-60_WORTMANNIN_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16486,HL-60,72h,WORTMANNIN,20.0,1,16.35071090047397,Resazurin,KI,HL-60_WORTMANNIN_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16487,K562,72h,WORTMANNIN,0.0,1,100.0,Resazurin,KI,K562_WORTMANNIN_72h_Resazurin_KI,K562_72h_Resazurin_KI
16488,K562,72h,WORTMANNIN,0.5,1,81.78461538461539,Resazurin,KI,K562_WORTMANNIN_72h_Resazurin_KI,K562_72h_Resazurin_KI
16489,K562,72h,WORTMANNIN,1.0,1,81.16923076923078,Resazurin,KI,K562_WORTMANNIN_72h_Resazurin_KI,K562_72h_Resazurin_KI
16490,K562,72h,WORTMANNIN,2.5,1,69.84615384615384,Resazurin,KI,K562_WORTMANNIN_72h_Resazurin_KI,K562_72h_Resazurin_KI
16491,K562,72h,WORTMANNIN,5.0,1,50.40000000000001,Resazurin,KI,K562_WORTMANNIN_72h_Resazurin_KI,K562_72h_Resazurin_KI
16492,K562,72h,WORTMANNIN,10.0,1,45.476923076923086,Resazurin,KI,K562_WORTMANNIN_72h_Resazurin_KI,K562_72h_Resazurin_KI
16493,K562,72h,WORTMANNIN,20.0,1,36.36923076923076,Resazurin,KI,K562_WORTMANNIN_72h_Resazurin_KI,K562_72h_Resazurin_KI
16494,MV4;11,72h,WORTMANNIN,0.0,1,106.86059275521404,Resazurin,KI,MV4;11_WORTMANNIN_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16495,MV4;11,72h,WORTMANNIN,0.5,1,76.67398463227222,Resazurin,KI,MV4;11_WORTMANNIN_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16496,MV4;11,72h,WORTMANNIN,1.0,1,60.09879253567506,Resazurin,KI,MV4;11_WORTMANNIN_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16497,MV4;11,72h,WORTMANNIN,2.5,1,40.99890230515915,Resazurin,KI,MV4;11_WORTMANNIN_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16498,MV4;11,72h,WORTMANNIN,5.0,1,16.081229418221728,Resazurin,KI,MV4;11_WORTMANNIN_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16499,MV4;11,72h,WORTMANNIN,10.0,1,5.323819978046094,Resazurin,KI,MV4;11_WORTMANNIN_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16500,MV4;11,72h,WORTMANNIN,20.0,1,0.0,Resazurin,KI,MV4;11_WORTMANNIN_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16501,HL-60,72h,BELINOSTAT,0.0,1,99.74958263772956,Resazurin,KI,HL-60_BELINOSTAT_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16502,HL-60,72h,BELINOSTAT,5.0,1,89.39899833055092,Resazurin,KI,HL-60_BELINOSTAT_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16503,HL-60,72h,BELINOSTAT,10.0,1,106.76126878130216,Resazurin,KI,HL-60_BELINOSTAT_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16504,HL-60,72h,BELINOSTAT,25.0,1,98.08013355592657,Resazurin,KI,HL-60_BELINOSTAT_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16505,HL-60,72h,BELINOSTAT,50.0,1,51.50250417362269,Resazurin,KI,HL-60_BELINOSTAT_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16506,HL-60,72h,BELINOSTAT,100.0,1,50.83472454090151,Resazurin,KI,HL-60_BELINOSTAT_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16507,HL-60,72h,BELINOSTAT,250.0,1,0.0,Resazurin,KI,HL-60_BELINOSTAT_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16508,HL-60,72h,BELINOSTAT,500.0,1,0.0,Resazurin,KI,HL-60_BELINOSTAT_72h_Resazurin_KI,HL-60_72h_Resazurin_KI
16509,K562,72h,BELINOSTAT,0.0,1,101.69584245076588,Resazurin,KI,K562_BELINOSTAT_72h_Resazurin_KI,K562_72h_Resazurin_KI
16510,K562,72h,BELINOSTAT,5.0,1,98.8512035010941,Resazurin,KI,K562_BELINOSTAT_72h_Resazurin_KI,K562_72h_Resazurin_KI
16511,K562,72h,BELINOSTAT,10.0,1,95.56892778993436,Resazurin,KI,K562_BELINOSTAT_72h_Resazurin_KI,K562_72h_Resazurin_KI
16512,K562,72h,BELINOSTAT,25.0,1,87.14442013129103,Resazurin,KI,K562_BELINOSTAT_72h_Resazurin_KI,K562_72h_Resazurin_KI
16513,K562,72h,BELINOSTAT,50.0,1,66.90371991247265,Resazurin,KI,K562_BELINOSTAT_72h_Resazurin_KI,K562_72h_Resazurin_KI
16514,K562,72h,BELINOSTAT,100.0,1,51.69584245076587,Resazurin,KI,K562_BELINOSTAT_72h_Resazurin_KI,K562_72h_Resazurin_KI
16515,K562,72h,BELINOSTAT,250.0,1,10.448577680525169,Resazurin,KI,K562_BELINOSTAT_72h_Resazurin_KI,K562_72h_Resazurin_KI
16516,K562,72h,BELINOSTAT,500.0,1,10.557986870897148,Resazurin,KI,K562_BELINOSTAT_72h_Resazurin_KI,K562_72h_Resazurin_KI
16517,MV4;11,72h,BELINOSTAT,0.0,1,101.7960602549247,Resazurin,KI,MV4;11_BELINOSTAT_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
16518,MV4;11,72h,BELINOSTAT,5.0,1,100.52143684820392,Resazurin,KI,MV4;11_BELINOSTAT_72h_Resazurin_KI,MV4;11_72h_Resazurin_KI
